subject,vert,x_min,x_max,y_min,y_max,z_min,z_max,vert_path,subreg_path,preprocessed_orientation,preprocessed_zoom,preprocessed_rotation,preprocessed_origin,preprocessed_shape,original_orientation,original_zoom,original_shape,original_rotation,original_origin
CTFU00068,13,230,307,136,216,2431,2529,tmp/CTFU00068/vert_13-vertseg.nii.gz,tmp/CTFU00068/vert_13-subreg.nii.gz,"('L', 'A', 'S')","(1.0, 1.0, 1.0)","[[-1.  0.  0.]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]","(24.9023438, 45.3007812, -839.6041565)","(75, 78, 59)","('L', 'A', 'S')","(0.9765625, 0.9765625, 0.6000061)","(512, 512, 3118)","[[-1.  0.  0.]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]","(249.5117188, -87.5117188, -2298.2189941)"
CTFU00068,14,228,305,135,216,2387,2490,tmp/CTFU00068/vert_14-vertseg.nii.gz,tmp/CTFU00068/vert_14-subreg.nii.gz,"('L', 'A', 'S')","(1.0, 1.0, 1.0)","[[-1.  0.  0.]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]","(26.8554688, 44.3242188, -866.004425)","(75, 79, 62)","('L', 'A', 'S')","(0.9765625, 0.9765625, 0.6000061)","(512, 512, 3118)","[[-1.  0.  0.]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]","(249.5117188, -87.5117188, -2298.2189941)"
CTFU00068,15,228,305,136,216,2345,2452,tmp/CTFU00068/vert_15-vertseg.nii.gz,tmp/CTFU00068/vert_15-subreg.nii.gz,"('L', 'A', 'S')","(1.0, 1.0, 1.0)","[[-1.  0.  0.]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]","(26.8554688, 45.3007812, -891.2046814)","(75, 78, 64)","('L', 'A', 'S')","(0.9765625, 0.9765625, 0.6000061)","(512, 512, 3118)","[[-1.  0.  0.]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]","(249.5117188, -87.5117188, -2298.2189941)"
CTFU00068,16,227,303,134,219,2312,2412,tmp/CTFU00068/vert_16-vertseg.nii.gz,tmp/CTFU00068/vert_16-subreg.nii.gz,"('L', 'A', 'S')","(1.0, 1.0, 1.0)","[[-1.  0.  0.]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]","(27.8320312, 43.3476562, -911.0048828)","(74, 83, 60)","('L', 'A', 'S')","(0.9765625, 0.9765625, 0.6000061)","(512, 512, 3118)","[[-1.  0.  0.]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]","(249.5117188, -87.5117188, -2298.2189941)"
CTFU00068,17,229,303,134,220,2278,2369,tmp/CTFU00068/vert_17-vertseg.nii.gz,tmp/CTFU00068/vert_17-subreg.nii.gz,"('L', 'A', 'S')","(1.0, 1.0, 1.0)","[[-1.  0.  0.]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]","(25.8789062, 43.3476562, -931.4050903)","(72, 84, 55)","('L', 'A', 'S')","(0.9765625, 0.9765625, 0.6000061)","(512, 512, 3118)","[[-1.  0.  0.]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]","(249.5117188, -87.5117188, -2298.2189941)"
CTFU00068,18,231,302,138,223,2232,2324,tmp/CTFU00068/vert_18-vertseg.nii.gz,tmp/CTFU00068/vert_18-subreg.nii.gz,"('L', 'A', 'S')","(1.0, 1.0, 1.0)","[[-1.  0.  0.]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]","(23.9257812, 47.2539062, -959.0053711)","(69, 83, 55)","('L', 'A', 'S')","(0.9765625, 0.9765625, 0.6000061)","(512, 512, 3118)","[[-1.  0.  0.]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]","(249.5117188, -87.5117188, -2298.2189941)"
CTFU00068,19,237,296,142,229,2175,2271,tmp/CTFU00068/vert_19-vertseg.nii.gz,tmp/CTFU00068/vert_19-subreg.nii.gz,"('L', 'A', 'S')","(1.0, 1.0, 1.0)","[[-1.  0.  0.]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]","(18.0664062, 51.1601562, -993.205719)","(58, 85, 58)","('L', 'A', 'S')","(0.9765625, 0.9765625, 0.6000061)","(512, 512, 3118)","[[-1.  0.  0.]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]","(249.5117188, -87.5117188, -2298.2189941)"
CTFU00068,20,238,309,143,236,2112,2211,tmp/CTFU00068/vert_20-vertseg.nii.gz,tmp/CTFU00068/vert_20-subreg.nii.gz,"('L', 'A', 'S')","(1.0, 1.0, 1.0)","[[-1.  0.  0.]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]","(17.0898438, 52.1367188, -1031.0061035)","(69, 91, 59)","('L', 'A', 'S')","(0.9765625, 0.9765625, 0.6000061)","(512, 512, 3118)","[[-1.  0.  0.]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]","(249.5117188, -87.5117188, -2298.2189941)"
CTFU00068,21,227,320,147,245,2050,2154,tmp/CTFU00068/vert_21-vertseg.nii.gz,tmp/CTFU00068/vert_21-subreg.nii.gz,"('L', 'A', 'S')","(1.0, 1.0, 1.0)","[[-1.  0.  0.]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]","(27.8320312, 56.0429688, -1068.2064819)","(91, 96, 62)","('L', 'A', 'S')","(0.9765625, 0.9765625, 0.6000061)","(512, 512, 3118)","[[-1.  0.  0.]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]","(249.5117188, -87.5117188, -2298.2189941)"
CTFU00068,22,219,327,152,253,1993,2092,tmp/CTFU00068/vert_22-vertseg.nii.gz,tmp/CTFU00068/vert_22-subreg.nii.gz,"('L', 'A', 'S')","(1.0, 1.0, 1.0)","[[-1.  0.  0.]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]","(35.6445312, 60.9257812, -1102.4068298)","(105, 99, 59)","('L', 'A', 'S')","(0.9765625, 0.9765625, 0.6000061)","(512, 512, 3118)","[[-1.  0.  0.]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]","(249.5117188, -87.5117188, -2298.2189941)"
CTFU00068,23,229,324,152,254,1940,2036,tmp/CTFU00068/vert_23-vertseg.nii.gz,tmp/CTFU00068/vert_23-subreg.nii.gz,"('L', 'A', 'S')","(1.0, 1.0, 1.0)","[[-1.  0.  0.]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]","(25.8789062, 60.9257812, -1134.2071533)","(93, 100, 58)","('L', 'A', 'S')","(0.9765625, 0.9765625, 0.6000061)","(512, 512, 3118)","[[-1.  0.  0.]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]","(249.5117188, -87.5117188, -2298.2189941)"
CTFU00068,24,222,327,151,251,1890,1986,tmp/CTFU00068/vert_24-vertseg.nii.gz,tmp/CTFU00068/vert_24-subreg.nii.gz,"('L', 'A', 'S')","(1.0, 1.0, 1.0)","[[-1.  0.  0.]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]","(32.7148438, 59.9492188, -1164.2074585)","(103, 98, 58)","('L', 'A', 'S')","(0.9765625, 0.9765625, 0.6000061)","(512, 512, 3118)","[[-1.  0.  0.]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]","(249.5117188, -87.5117188, -2298.2189941)"
