subject,vert,x_min,x_max,y_min,y_max,z_min,z_max,vert_path,subreg_path,preprocessed_orientation,preprocessed_zoom,preprocessed_rotation,preprocessed_origin,preprocessed_shape,original_orientation,original_zoom,original_shape,original_rotation,original_origin
CTFU00065,13,209,291,131,228,511,546,tmp/CTFU00065/vert_13-vertseg.nii.gz,tmp/CTFU00065/vert_13-subreg.nii.gz,"('L', 'A', 'S')","(1.0, 1.0, 1.0)","[[-1.  0.  0.]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]","(45.4101562, 53.4179688, 257.0)","(80, 95, 70)","('L', 'A', 'S')","(0.9765625, 0.9765625, 2.0)","(512, 512, 727)","[[-1.  0.  0.]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]","(249.5117188, -74.5117188, -765.0)"
CTFU00065,14,206,288,129,228,495,534,tmp/CTFU00065/vert_14-vertseg.nii.gz,tmp/CTFU00065/vert_14-subreg.nii.gz,"('L', 'A', 'S')","(1.0, 1.0, 1.0)","[[-1.  0.  0.]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]","(48.3398438, 51.4648438, 225.0)","(80, 97, 78)","('L', 'A', 'S')","(0.9765625, 0.9765625, 2.0)","(512, 512, 727)","[[-1.  0.  0.]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]","(249.5117188, -74.5117188, -765.0)"
CTFU00065,15,206,287,128,229,483,521,tmp/CTFU00065/vert_15-vertseg.nii.gz,tmp/CTFU00065/vert_15-subreg.nii.gz,"('L', 'A', 'S')","(1.0, 1.0, 1.0)","[[-1.  0.  0.]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]","(48.3398438, 50.4882812, 201.0)","(79, 99, 76)","('L', 'A', 'S')","(0.9765625, 0.9765625, 2.0)","(512, 512, 727)","[[-1.  0.  0.]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]","(249.5117188, -74.5117188, -765.0)"
CTFU00065,16,207,288,129,226,472,509,tmp/CTFU00065/vert_16-vertseg.nii.gz,tmp/CTFU00065/vert_16-subreg.nii.gz,"('L', 'A', 'S')","(1.0, 1.0, 1.0)","[[-1.  0.  0.]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]","(47.3632812, 51.4648438, 179.0)","(79, 95, 74)","('L', 'A', 'S')","(0.9765625, 0.9765625, 2.0)","(512, 512, 727)","[[-1.  0.  0.]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]","(249.5117188, -74.5117188, -765.0)"
CTFU00065,17,211,285,132,227,460,495,tmp/CTFU00065/vert_17-vertseg.nii.gz,tmp/CTFU00065/vert_17-subreg.nii.gz,"('L', 'A', 'S')","(1.0, 1.0, 1.0)","[[-1.  0.  0.]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]","(43.4570312, 54.3945312, 155.0)","(72, 93, 70)","('L', 'A', 'S')","(0.9765625, 0.9765625, 2.0)","(512, 512, 727)","[[-1.  0.  0.]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]","(249.5117188, -74.5117188, -765.0)"
CTFU00065,18,214,282,138,238,446,482,tmp/CTFU00065/vert_18-vertseg.nii.gz,tmp/CTFU00065/vert_18-subreg.nii.gz,"('L', 'A', 'S')","(1.0, 1.0, 1.0)","[[-1.  0.  0.]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]","(40.5273438, 60.2539062, 127.0)","(66, 98, 72)","('L', 'A', 'S')","(0.9765625, 0.9765625, 2.0)","(512, 512, 727)","[[-1.  0.  0.]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]","(249.5117188, -74.5117188, -765.0)"
CTFU00065,19,214,281,139,235,435,470,tmp/CTFU00065/vert_19-vertseg.nii.gz,tmp/CTFU00065/vert_19-subreg.nii.gz,"('L', 'A', 'S')","(1.0, 1.0, 1.0)","[[-1.  0.  0.]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]","(40.5273438, 61.2304688, 105.0)","(65, 94, 70)","('L', 'A', 'S')","(0.9765625, 0.9765625, 2.0)","(512, 512, 727)","[[-1.  0.  0.]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]","(249.5117188, -74.5117188, -765.0)"
CTFU00065,20,197,290,137,239,416,452,tmp/CTFU00065/vert_20-vertseg.nii.gz,tmp/CTFU00065/vert_20-subreg.nii.gz,"('L', 'A', 'S')","(1.0, 1.0, 1.0)","[[-1.  0.  0.]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]","(57.1289062, 59.2773438, 67.0)","(91, 100, 72)","('L', 'A', 'S')","(0.9765625, 0.9765625, 2.0)","(512, 512, 727)","[[-1.  0.  0.]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]","(249.5117188, -74.5117188, -765.0)"
CTFU00065,21,195,290,132,238,400,436,tmp/CTFU00065/vert_21-vertseg.nii.gz,tmp/CTFU00065/vert_21-subreg.nii.gz,"('L', 'A', 'S')","(1.0, 1.0, 1.0)","[[-1.  0.  0.]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]","(59.0820312, 54.3945312, 35.0)","(93, 104, 72)","('L', 'A', 'S')","(0.9765625, 0.9765625, 2.0)","(512, 512, 727)","[[-1.  0.  0.]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]","(249.5117188, -74.5117188, -765.0)"
CTFU00065,22,196,296,129,239,383,421,tmp/CTFU00065/vert_22-vertseg.nii.gz,tmp/CTFU00065/vert_22-subreg.nii.gz,"('L', 'A', 'S')","(1.0, 1.0, 1.0)","[[-1.  0.  0.]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]","(58.1054688, 51.4648438, 1.0)","(98, 107, 76)","('L', 'A', 'S')","(0.9765625, 0.9765625, 2.0)","(512, 512, 727)","[[-1.  0.  0.]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]","(249.5117188, -74.5117188, -765.0)"
CTFU00065,23,191,302,129,237,367,401,tmp/CTFU00065/vert_23-vertseg.nii.gz,tmp/CTFU00065/vert_23-subreg.nii.gz,"('L', 'A', 'S')","(1.0, 1.0, 1.0)","[[-1.  0.  0.]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]","(62.9882812, 51.4648438, -31.0)","(108, 105, 68)","('L', 'A', 'S')","(0.9765625, 0.9765625, 2.0)","(512, 512, 727)","[[-1.  0.  0.]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]","(249.5117188, -74.5117188, -765.0)"
CTFU00065,24,192,302,130,241,352,385,tmp/CTFU00065/vert_24-vertseg.nii.gz,tmp/CTFU00065/vert_24-subreg.nii.gz,"('L', 'A', 'S')","(1.0, 1.0, 1.0)","[[-1.  0.  0.]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]","(62.0117188, 52.4414062, -61.0)","(107, 108, 66)","('L', 'A', 'S')","(0.9765625, 0.9765625, 2.0)","(512, 512, 727)","[[-1.  0.  0.]
 [ 0.  1.  0.]
 [ 0.  0.  1.]]","(249.5117188, -74.5117188, -765.0)"
